id;text;created_at;campaign_id;user_id;parent_id;likes_count
44 680;Ин ша Аллах все будет хорошо, Аминь;29 Март, 2024, 20:04;7 135;570c547f-8644-18e4-5ff6-b2524e715d42;;1
44 681;Пусть всевышний воздаст каждому в многократном размере;29 Март, 2024, 20:07;7 060;570c547f-8644-18e4-5ff6-b2524e715d42;;4
44 682;а одежду можно передать куда-то??;29 Март, 2024, 20:38;7 060;b0ea4142-3218-5615-9933-9f2e08352048;;1
44 683;🥺;29 Март, 2024, 20:47;7 168;30b1e684-b054-c9be-7956-d1e3fa9a7c1f;;1
44 684;Дай Аллах здоровья каждому ребенку!;29 Март, 2024, 20:50;6 967;e34dc626-b410-5236-ebc5-32cdf25e63c0;;5
44 685;Пусть Всевышний поможет тебе , малышка🙏;29 Март, 2024, 21:38;7 245;c280e014-8b92-d281-6425-3592858ced5a;;5
44 686;Золотой🥹 дай Аллах тебе здоровья;29 Март, 2024, 21:41;6 950;39abbc97-6e0b-11f1-d551-67315c840a75;;3
44 687;Пусть Аллах исцелит тебя хадиджа!;29 Март, 2024, 22:13;7 135;0c2eedf9-fba8-8bb9-3969-5df1141ce23c;;0
44 688;@Ильдар Амин 🤲🏻;29 Март, 2024, 22:30;6 967;908dd17e-6d11-5ec9-4759-f9e9d61ebcb5;44 684;0
44 689;@Степной орёл доброй ночи ! Вам случайно не ответили? Тоже хочу отдать свои вещи;29 Март, 2024, 22:44;7 060;cbd6ee1e-235d-c388-87ec-444490423d9b;44 682;1
44 690;Давайте вместе закроем сбор в последние 10 ночей Рамадана;29 Март, 2024, 23:03;7 168;53a4a4ee-cf33-9aec-c430-99d90849d9f2;;10
44 691;Пусть Аллах поможет исцелиться💗;29 Март, 2024, 23:36;7 110;06cfe45c-f175-f6c4-a32d-82be1421a096;;4
44 692;Ин Шаалах будет лучшее исцеление ❤️;29 Март, 2024, 23:42;7 110;9ce89053-bd91-9979-6e08-d3779ec872eb;;4
44 693;☝🏽;29 Март, 2024, 23:47;7 061;f2328231-dfd5-45d8-e34e-2fa2ac3a915a;;0
44 694;Скорейшоего выздоравлееия тебе , ангел!❤️;30 Март, 2024, 00:26;7 245;feffe4d1-1c7a-c0f8-9625-af11435274de;;2
44 695;Всевышний не оставит тебя , золотой!;30 Март, 2024, 00:28;7 076;feffe4d1-1c7a-c0f8-9625-af11435274de;;2
44 696;@Ssaya Anonim амин!;30 Март, 2024, 00:28;7 076;feffe4d1-1c7a-c0f8-9625-af11435274de;44 668;0
44 697;@Кенгуру Маклея амин;30 Март, 2024, 00:29;7 135;feffe4d1-1c7a-c0f8-9625-af11435274de;44 687;0
44 698;Хадиджа, все будет хорошо ИншаАллах;30 Март, 2024, 00:30;7 135;feffe4d1-1c7a-c0f8-9625-af11435274de;;0
44 699;Хадижка, выздоравливай птенчик❤️;30 Март, 2024, 01:30;7 135;56d41208-640a-c8fd-72d7-4ef828b1b293;;0
44 701;@Индийский дикобраз ва алейкум ассалам. Деньгами;30 Март, 2024, 03:02;7 058;908dd17e-6d11-5ec9-4759-f9e9d61ebcb5;44 632;0
44 702;@Манул Амин 🤲🏻🫶🏻;30 Март, 2024, 03:02;6 950;908dd17e-6d11-5ec9-4759-f9e9d61ebcb5;44 686;0
44 703;Пусть всё будет хорошо 🤲🏼;30 Март, 2024, 04:02;7 244;dc81d0ef-9fb6-a5f7-c1f8-81d6c867e50c;;3
44 704;@Ильдар амин;30 Март, 2024, 04:40;6 967;522babc7-9944-b346-93e8-adb104508099;44 684;0
44 705;Дай бог здоровья малышу!!! 😭🙏🙏🙏🙏;30 Март, 2024, 04:51;7 214;bcf27df1-36b7-4a98-f39b-e0d6609af85f;;0
44 706;❤❤❤;30 Март, 2024, 05:29;7 245;606226b2-0b6e-7a72-0603-1cdb55729005;;1
44 707;💔;30 Март, 2024, 05:42;6 878;c794628a-48a4-6350-dbea-a94aebd2569b;;0
44 708;❤️❤️;30 Март, 2024, 06:50;7 060;bf071439-aa37-2d83-e94b-acc25f825029;;1
44 709;❤️;30 Март, 2024, 06:51;7 192;bf071439-aa37-2d83-e94b-acc25f825029;;0
44 710;❤️здоровье малышам ❤️;30 Март, 2024, 07:34;7 242;fbf41f57-92cc-8201-3cb1-c548e70a0e32;;0
44 711;@Кенгуру Шоумейера 🙏🏼💛;30 Март, 2024, 07:39;7 214;315c60b6-9fe4-2581-8fd0-616f45aaa1e9;44 705;0
44 712;Ассаламу алейкум. Фидью тоже принимаете и если да, то по сколько?;30 Март, 2024, 08:32;7 058;60bd73aa-e0f6-e0d6-2da4-533d89c10b4c;;2
44 713;Спасибо за помощь, туберы! Вы лучшие 😍;30 Март, 2024, 08:51;7 198;ed966c11-8125-b2ee-f506-8e4c106e21e3;;2
44 714;@Розовый пеликан нет, не ответили! У меня столько одежды, котора могла бы прекрасно послужить...;30 Март, 2024, 09:34;7 060;b0ea4142-3218-5615-9933-9f2e08352048;44 682;0
44 715;Выздоравливай малышка!;30 Март, 2024, 09:37;7 245;4faa6712-2f8c-8958-0ba1-da3bab84ce06;;1
44 716;Малышка ты только в начале своего пути, все будет хорошо!;30 Март, 2024, 09:55;7 245;0935ce68-57ab-768a-c9d0-756d6a7ec523;;1
44 717;Держись малыш ❤️Аллах с тобой и мы тебя рядом🤲;30 Март, 2024, 10:12;7 192;c6f87876-03fe-2bba-978f-f900a098ca44;;0
44 718;О Аллах, исцели этих деток 🙏Для Аллаха нет ничего невозможного!;30 Март, 2024, 11:25;7 194;257749cd-ec2c-f62f-b602-9b2ffaeb3cfa;;4
44 719;ма ша Аллах;30 Март, 2024, 11:25;7 233;9712cf1a-a972-874b-c2f6-9ed09a865e52;;0
44 720;Хвала Аллаху 🙏Кхадим, всех благ тебе;30 Март, 2024, 11:27;6 683;257749cd-ec2c-f62f-b602-9b2ffaeb3cfa;;2
44 721;Хвала Аллаху! Шахина, всех благ тебе, девочка😊;30 Март, 2024, 11:30;6 766;257749cd-ec2c-f62f-b602-9b2ffaeb3cfa;;1
44 722;❤️❤️❤️;30 Март, 2024, 11:35;7 192;dc6c1074-4545-c83e-d864-e40879921b1c;;0
44 723;@Степной орёл здравствуйте! Конечно, одежду передать можно. На сайте фонда «Второе дыхание» (vtoroe.ru) есть карта контейнеров и пунктов приёма. К сожалению, не знаю в каком вы городе, но возможно, наши пункты приёма есть где-то близко. Все вещи, которые сдают нам в фонд, мы сортируем более чем на 40 категорий вручную. После этого одежду в хорошем состоянии мы отправляем на благотворительность людям, которым нужна помощь в разные регионы. А вещи в плохом состоянии — перерабатываем. Большое спасибо, что вы готовы помогать и участвовать 🙌;30 Март, 2024, 12:32;7 060;4854700d-89cf-9674-294b-18cb0fa7525b;44 682;0
44 724;@Розовый пеликан добрый день! Спасибо большое, что вы готовы помогать, и что осознанно относитесь к вещам ❤️В наш фонд можно сдать вещи через контейнеры и пункты приёма в разных городах. Карту с ними можно посмотреть на нашей сайте vtoroe.ru. Вещи, которые попадают к нам в фонд, проходят тщательную ручную сортировку на более чем 40 категорий — так мы определяем, можно передать одежду на благотворительность или переработать в новые материалы. Этот проект поможет нам подготовить и отправить хорошие вещи очень многим людям, малоимущим семьям, одиноким пенсионерам, людям в сложной ситуации.;30 Март, 2024, 12:39;7 060;4854700d-89cf-9674-294b-18cb0fa7525b;44 682;0
44 725;@NurL здравствуйте! Этот проект поможет нам покрыть большую часть расходов на сортировку одежды, её подготовку и логистику в разные регионы. Мы не закупаем новые вещи, а принимаем ненужную одежду через контейнеры и пунктиры приема в разных городах. После этого все вещи мы сортируем вручную более чем на 40 категорий. Так мы определяем, можно ли её отправить людям на благотворительность или переработать в новые материалы. Так у тысяч людей, которым мы  помогаем каждый месяц появляется возможность получать  хорошую одежду. А за стоимость одной новой куртки (5000) мы можем подготовить и передать комплект тёплых вещей для 10 человек.;30 Март, 2024, 12:45;7 060;4854700d-89cf-9674-294b-18cb0fa7525b;44 665;0
44 726;@Второе дыхание Пожалуйста дайте ссылку с адресным перечнем подобного рода контейнеров в городе Москва. Помощь одеждой - это тоже помощь.;30 Март, 2024, 12:47;7 060;b0ea4142-3218-5615-9933-9f2e08352048;44 665;1
44 727;@Розовый пеликан ответили ниже в ветке, посмотрите пожалуйста;30 Март, 2024, 12:48;7 060;b0ea4142-3218-5615-9933-9f2e08352048;44 682;0
44 728;@Х добрый день! Да, к сожалению, ещё очень много вещей оказываются на мусорках. Сейчас в России 1% от всех вещей, которые производятся и продаются, попадают на повторное использование. Поэтому мы устанавливаем контейнеры и организуем пункты приема для ненужной одежды. Все эти вещи мы тщательно сортируем вручную, вещи в хорошем состоянии отправляем на помощь людям  в 33 регионах России, а в плохом — отправляем на переработку в новые материалы.;30 Март, 2024, 12:48;7 060;4854700d-89cf-9674-294b-18cb0fa7525b;44 654;0
44 729;@Второе дыхание благодарю;30 Март, 2024, 13:03;7 060;b0ea4142-3218-5615-9933-9f2e08352048;44 682;1
44 730;🙏🏻🙏🏻🙏🏻;30 Март, 2024, 13:22;7 245;4e680933-7152-ea19-b17f-bacbeac372bf;;1
44 731;Пусть Всевышний примет 🤲🏻;30 Март, 2024, 13:35;6 940;5ff39817-471d-286f-a40a-3aabd0454cae;;1
44 732;Алга ярдам итарга безнен дин кардашларга ✊;30 Март, 2024, 13:48;7 058;3b3eac4c-9eac-08ca-d799-f7fd9b59e802;;3
44 733;ПУСТЬ Аллах поможет А люди будут причиной;30 Март, 2024, 14:03;6 746;35c8adb1-7229-4207-e0f7-df7b6717ee78;;3
44 734;🤲🏽;30 Март, 2024, 14:14;7 245;c18adf9c-2be4-d40f-0474-394cc26c12fa;;1
44 735;Здоровье тебе малышка.;30 Март, 2024, 15:03;7 135;b433ee68-d157-ed79-6094-af9f9154bf12;;0
44 736;Пусть Аллах1 исцелит тебя, принцесска ❤️;30 Март, 2024, 16:03;6 789;afade29b-a1aa-87ec-f5e3-b6cbc88094d4;;1
44 737;Благодарим каждого, кто помогает нашим подопечным!;30 Март, 2024, 16:05;7 047;07a0866f-0021-bf14-8228-425a6cc6d5a2;;0
44 738;Пусть Аллах поможет;30 Март, 2024, 16:41;6 746;065a83ce-1d5e-5085-7beb-bc07bd9939bb;;2
44 739;О Аллах..💔 пусть все будет хорошо у деток;30 Март, 2024, 16:47;6 854;256f91ee-2cd6-31bd-3f27-721cb169288f;;6
44 740;@Асият Амин🤲🏻;30 Март, 2024, 16:49;7 149;256f91ee-2cd6-31bd-3f27-721cb169288f;43 993;0
44 741;Да поможет и облегчит тебе Господь Миров 🤲;30 Март, 2024, 16:55;6 903;78dca3ab-3acd-b0ad-1012-45e95332ac68;;2
44 742;@Амина большое спасибо за поддержку ❤;30 Март, 2024, 17:31;6 854;ebcd94fa-f600-e430-6c4d-974e9bf05c9d;44 739;1
44 743;Дай Аллах1 скорейшего выздоровления🤍;30 Март, 2024, 18:32;7 135;81de2479-fcc7-c4a2-2012-8aba8e166645;;0
44 744;Пусть Аллагь исцелит наилучшим исцелением;30 Март, 2024, 18:48;6 746;389dab60-54a2-eb06-a065-8faad852a253;;3
44 745;Ассаламу алейкум. Эти 70 семей попадают под категорию, кому даётся закят?;30 Март, 2024, 19:13;6 878;705ff314-8cd1-9ff3-6791-0f7699674ace;;0
44 746;🤲🏻❤❤❤;30 Март, 2024, 19:26;6 903;08e6e4c2-95b7-c3e0-0326-b83e0db29544;;0
44 747;Пусть Аллах исцелит его наилучшим исцелением ❤️Амин.;30 Март, 2024, 19:26;6 967;3b3ce1ec-f27c-6613-aaf0-07a975de74d0;;2
44 748;Пусть Аллагь исцелит полным исцелением. Амин;30 Март, 2024, 19:47;7 245;d0f43709-4329-c603-f2bf-d55dc9dceba2;;2
44 749;Здоровья тебе малышка;30 Март, 2024, 19:54;7 245;a83606eb-1965-6c4c-99ce-c27fe3163b8d;;1
44 750;Дал мялях1 долд;30 Март, 2024, 20:51;7 233;f223ea3e-05d0-b34f-0956-4eb06beb1a4f;;0
44 751;Аллах1у моаршал лолд Илезика;30 Март, 2024, 20:52;7 076;3edb5ecb-ff19-11c2-8092-0126e7c71d30;;3
44 752;Пусть Всевышний Аллах исцелит тебя своим полным исцелением;30 Март, 2024, 21:00;7 245;f30cc4f5-3e9f-d160-79d5-729e88a84e9b;;1
44 753;🤲🏻;30 Март, 2024, 21:00;7 245;bf7ca60a-f3e4-355f-2789-5d5ea11374e9;;1
44 754;🤲🏻💋;30 Март, 2024, 21:07;6 789;86067236-da5a-ba41-73a8-2518251a6264;;0
44 755;Аллах1о моаршал лолд;30 Март, 2024, 21:25;7 197;e639075b-1244-62b1-eeb7-8a585c3ff9e0;;1
44 756;@Aslan амин!;30 Март, 2024, 21:28;7 197;8494ed36-c6e2-fe4d-76bc-12c5627d8d6e;44 755;0
44 757;🤲🏻🤲🏻🤲🏻;30 Март, 2024, 21:39;7 080;c2f59752-c4f1-2d8c-f14a-cd4a4a339cae;;1
44 758;Аллах моршал лорд🙏;30 Март, 2024, 21:41;7 066;8f302409-5132-b27f-a336-bd0cbe2619cc;;0
44 759;Вся хвала Аллаху;30 Март, 2024, 21:52;7 087;e6d9ce62-da77-2500-6170-4b75d6cfb4cc;;0
44 760;🥹;30 Март, 2024, 22:03;7 233;6ae88d48-0129-9dcf-7faf-df95a99f1f71;;0
44 761;ان شا ء الله;30 Март, 2024, 22:20;7 133;4434ca4e-4a37-1a25-ff9e-75cae129d792;;3
44 762;Скорейщего выздоровление всем! Амин;30 Март, 2024, 22:22;7 128;a8533a0f-a730-3a95-defc-646c332a428d;;2
